item_id,restaurant_id,item_name,category,price,is_veg
6326,311,Special Thali,Main,180,1
6327,311,Special Pastry,Dessert,101,1
6328,311,Extra Sauce,Add-on,38,1
6329,311,Side Salad,Add-on,43,1
6330,311,Chef Special Dish,Main,187,1
6331,311,Special Platter,Main,134,1
6332,311,Coke,Beverage,77,1
6333,311,Extra Cheese,Add-on,50,1
6334,311,Pickle,Add-on,47,1
6335,311,Special Thali,Main,170,1
6336,311,Water Bottle,Beverage,58,1
6337,311,House Curry,Main,130,1
6338,311,Special Platter,Main,134,1
6339,311,Pickle,Add-on,32,1
6340,311,Special Thali,Main,188,1
6341,311,Special Platter,Main,180,1
6342,311,Extra Sauce,Add-on,48,1
6343,311,Extra Sauce,Add-on,45,1
6344,311,Sprite,Beverage,75,1
6345,311,Pickle,Add-on,47,1
6346,311,Chef Special Dish,Main,141,1
6347,311,Chef Special Dish,Main,153,1
6348,311,Ice Cream Scoop,Dessert,75,1
6349,312,Pickle,Add-on,80,1
6350,312,Fresh Juice,Beverage,100,1
6351,312,Special Thali,Main,313,1
6352,312,Extra Cheese,Add-on,86,1
6353,312,Special Platter,Main,285,1
6354,312,Extra Cheese,Add-on,94,1
6355,312,Brownie,Dessert,132,1
6356,312,Ice Cream Scoop,Dessert,143,1
6357,312,Extra Sauce,Add-on,76,1
6358,312,Side Salad,Add-on,89,1
6359,312,Brownie,Dessert,131,1
6360,312,Extra Sauce,Add-on,65,1
6361,312,House Curry,Main,297,1
6362,312,Extra Cheese,Add-on,102,1
6363,312,Special Thali,Main,363,1
6364,312,Pickle,Add-on,93,1
6365,312,Side Salad,Add-on,84,1
6366,312,Extra Sauce,Add-on,100,1
6367,312,Special Thali,Main,308,1
6368,312,Chef Special Dish,Main,373,1
6369,312,Extra Cheese,Add-on,66,1
6370,312,Coke,Beverage,125,1
6371,312,Extra Sauce,Add-on,65,1
6372,312,Special Platter,Main,270,1
6373,312,Brownie,Dessert,137,1
6374,312,Special Pastry,Dessert,128,1
6375,312,Chef Special Dish,Main,338,1
6376,312,House Curry,Main,387,1
6377,312,Fresh Juice,Beverage,145,1
6378,312,Sprite,Beverage,151,1
6379,313,Ice Cream Scoop,Dessert,140,1
6380,313,Coke,Beverage,133,1
6381,313,Extra Cheese,Add-on,99,1
6382,313,Pickle,Add-on,91,1
6383,313,House Curry,Main,270,1
6384,313,House Curry,Main,301,1
6385,313,Extra Sauce,Add-on,80,1
6386,313,Pickle,Add-on,79,1
6387,313,Side Salad,Add-on,96,1
6388,313,Fresh Juice,Beverage,111,1
6389,313,Special Thali,Main,333,1
6390,313,Pickle,Add-on,65,1
6391,313,Special Platter,Main,259,1
6392,313,Side Salad,Add-on,66,1
6393,313,Water Bottle,Beverage,102,1
6394,313,Pickle,Add-on,66,1
6395,313,Brownie,Dessert,154,1
6396,313,House Curry,Main,383,1
6397,313,Pickle,Add-on,75,1
6398,313,House Curry,Main,282,1
6399,313,Extra Cheese,Add-on,68,1
6400,313,Water Bottle,Beverage,119,1
6401,314,Spring Rolls,Add-on,86,1
6402,314,Sprite,Beverage,108,1
6403,314,Paneer Chilli,Main,389,1
6404,314,Sprite,Beverage,124,1
6405,314,Hakka Noodles,Main,274,1
6406,314,Sprite,Beverage,107,1
6407,314,Hakka Noodles,Main,276,1
6408,314,Paneer Chilli,Main,295,1
6409,314,Momos,Add-on,81,1
6410,314,Date Pancake,Dessert,181,1
6411,314,Paneer Chilli,Main,355,1
6412,314,Fried Rice,Main,355,1
6413,314,Lemonade,Beverage,98,1
6414,314,Hakka Noodles,Main,382,1
6415,314,Chilli Chicken,Main,368,0
6416,314,Extra Schezwan Sauce,Add-on,100,1
6417,315,Special Platter,Main,270,1
6418,315,Brownie,Dessert,132,1
6419,315,Fresh Juice,Beverage,105,1
6420,315,Extra Cheese,Add-on,84,1
6421,315,Ice Cream Scoop,Dessert,142,1
6422,315,Side Salad,Add-on,77,1
6423,315,Special Platter,Main,243,1
6424,315,Special Platter,Main,250,1
6425,315,Side Salad,Add-on,88,1
6426,315,House Curry,Main,323,1
6427,315,Ice Cream Scoop,Dessert,171,1
6428,315,Sprite,Beverage,99,1
6429,315,Special Thali,Main,301,1
6430,315,Extra Sauce,Add-on,88,1
6431,315,Coke,Beverage,139,1
6432,315,Special Pastry,Dessert,157,1
6433,315,Coke,Beverage,150,1
6434,315,Side Salad,Add-on,64,1
6435,315,Water Bottle,Beverage,129,1
6436,315,Pickle,Add-on,94,1
6437,315,Extra Sauce,Add-on,98,1
6438,316,Aloo Tikki Burger,Main,324,1
6439,316,Aloo Tikki Burger,Main,242,1
6440,316,Mayo Dip,Add-on,101,1
6441,316,Chicken Wrap,Main,282,0
6442,316,Cheese Pizza,Main,298,1
6443,316,Coke,Beverage,136,1
6444,316,Cheese Pizza,Main,277,1
6445,316,Mayo Dip,Add-on,83,1
6446,316,Peri Peri Fries,Add-on,82,1
6447,316,Brownie,Dessert,145,1
6448,316,Cheese Dip,Add-on,89,1
6449,316,Chicken Zinger Burger,Main,384,0
6450,316,Mayo Dip,Add-on,103,1
6451,316,Coke,Beverage,118,1
6452,316,Choco Lava Cake,Dessert,162,1
6453,316,Cheese Dip,Add-on,69,1
6454,316,Chicken Wrap,Main,301,0
6455,316,Soft Serve Ice Cream,Dessert,196,1
6456,316,Chicken Wrap,Main,258,0
6457,316,Cheese Dip,Add-on,72,1
6458,316,Mayo Dip,Add-on,80,1
6459,316,Chicken Wrap,Main,309,0
6460,316,Chicken Wrap,Main,306,0
6461,316,Chicken Wrap,Main,309,0
6462,316,Cheese Dip,Add-on,77,1
6463,316,Brownie,Dessert,138,1
6464,316,Cheese Pizza,Main,270,1
6465,316,Coke,Beverage,138,1
6466,316,Cheese Pizza,Main,269,1
6467,316,Garlic Bread,Add-on,78,1
6468,317,Special Platter,Main,296,1
6469,317,Special Pastry,Dessert,145,1
6470,317,Coke,Beverage,124,1
6471,317,Pickle,Add-on,76,1
6472,317,Fresh Juice,Beverage,99,1
6473,317,Side Salad,Add-on,77,1
6474,317,Ice Cream Scoop,Dessert,180,1
6475,317,Fresh Juice,Beverage,106,1
6476,317,Special Pastry,Dessert,129,1
6477,317,Side Salad,Add-on,79,1
6478,317,Chef Special Dish,Main,280,1
6479,317,Side Salad,Add-on,89,1
6480,317,Chef Special Dish,Main,262,1
6481,317,Extra Cheese,Add-on,82,1
6482,317,Side Salad,Add-on,94,1
6483,317,Pickle,Add-on,76,1
6484,317,Special Thali,Main,341,1
6485,317,Special Thali,Main,252,1
6486,317,Extra Sauce,Add-on,100,1
6487,317,Ice Cream Scoop,Dessert,154,1
6488,317,Special Thali,Main,286,1
6489,317,Extra Cheese,Add-on,72,1
6490,317,Coke,Beverage,153,1
6491,317,Extra Cheese,Add-on,97,1
6492,318,Paneer Biryani,Main,376,1
6493,318,Papad,Add-on,100,1
6494,318,Egg Biryani,Main,311,0
6495,318,Gulab Jamun,Dessert,142,1
6496,318,Veg Biryani,Main,255,1
6497,318,Paneer Biryani,Main,263,1
6498,318,Mutton Biryani,Main,264,0
6499,318,Chicken Dum Biryani,Main,319,0
6500,318,Nimbooz,Beverage,105,1
6501,318,Paneer Biryani,Main,334,1
6502,318,Veg Biryani,Main,343,1
6503,318,Extra Raita,Add-on,103,1
6504,318,Mutton Biryani,Main,376,0
6505,318,Chicken Dum Biryani,Main,353,0
6506,318,Sprite,Beverage,148,1
6507,318,Nimbooz,Beverage,118,1
6508,318,Double Ka Meetha,Dessert,189,1
6509,318,Masala Thumbs Up,Beverage,151,1
6510,318,Papad,Add-on,86,1
6511,318,Egg Biryani,Main,374,0
6512,318,Nimbooz,Beverage,152,1
6513,319,Sprite,Beverage,74,1
6514,319,Water Bottle,Beverage,74,1
6515,319,Extra Sauce,Add-on,35,1
6516,319,House Curry,Main,170,1
6517,319,Coke,Beverage,51,1
6518,319,Coke,Beverage,76,1
6519,319,Special Pastry,Dessert,75,1
6520,319,Special Thali,Main,146,1
6521,319,Special Platter,Main,121,1
6522,319,Special Platter,Main,194,1
6523,319,Sprite,Beverage,73,1
6524,319,Chef Special Dish,Main,158,1
6525,319,Special Thali,Main,156,1
6526,319,Ice Cream Scoop,Dessert,66,1
6527,319,Chef Special Dish,Main,172,1
6528,319,Sprite,Beverage,61,1
6529,319,Special Platter,Main,145,1
6530,319,Sprite,Beverage,70,1
6531,319,Pickle,Add-on,45,1
6532,319,Special Pastry,Dessert,86,1
6533,319,Ice Cream Scoop,Dessert,98,1
6534,319,Special Thali,Main,175,1
6535,319,Special Thali,Main,142,1
6536,319,Chef Special Dish,Main,187,1
6537,319,Pickle,Add-on,39,1
6538,319,Sprite,Beverage,68,1
6539,319,Extra Cheese,Add-on,39,1
6540,319,Pickle,Add-on,40,1
6541,320,Paneer Tikka Masala,Main,381,1
6542,320,Masala Chaas,Beverage,129,1
6543,320,Ice Cream,Dessert,150,1
6544,320,Butter Chicken,Main,377,0
6545,320,Garlic Naan,Bread,72,1
6546,320,Dal Makhani,Main,369,1
6547,320,Extra Butter,Add-on,64,1
6548,320,Onion Salad,Add-on,96,1
6549,320,Butter Chicken,Main,276,0
6550,320,Butter Naan,Bread,59,1
6551,320,Paneer Tikka Masala,Main,325,1
6552,320,Onion Salad,Add-on,95,1
6553,320,Extra Butter,Add-on,64,1
6554,320,Butter Chicken,Main,350,0
6555,320,Masala Chaas,Beverage,148,1
6556,320,Thumbs Up,Beverage,100,1
6557,320,Chicken Curry,Main,333,0
6558,320,Kadai Paneer,Main,334,1
6559,320,Masala Chaas,Beverage,143,1
6560,320,Gulab Jamun,Dessert,177,1
6561,321,Paneer Tikka Masala,Main,269,1
6562,321,Butter Chicken,Main,267,0
6563,321,Butter Chicken,Main,240,0
6564,321,Onion Salad,Add-on,72,1
6565,321,Butter Chicken,Main,298,0
6566,321,Chicken Curry,Main,268,0
6567,321,Onion Salad,Add-on,92,1
6568,321,Papad,Add-on,88,1
6569,321,Paneer Tikka Masala,Main,310,1
6570,321,Roomali Roti,Bread,73,1
6571,321,Extra Butter,Add-on,81,1
6572,322,Hakka Noodles,Main,251,1
6573,322,Fried Rice,Main,279,1
6574,322,Iced Tea,Beverage,137,1
6575,322,Hakka Noodles,Main,268,1
6576,322,Lemonade,Beverage,141,1
6577,322,Date Pancake,Dessert,140,1
6578,322,Paneer Chilli,Main,284,1
6579,322,Manchurian (Dry),Main,315,1
6580,322,Extra Schezwan Sauce,Add-on,72,1
6581,322,Lemonade,Beverage,145,1
6582,322,Date Pancake,Dessert,170,1
6583,322,Lemonade,Beverage,112,1
6584,322,Fried Rice,Main,249,1
6585,322,Spring Rolls,Add-on,83,1
6586,322,Spring Rolls,Add-on,88,1
6587,322,Prawn Crackers,Add-on,67,0
6588,322,Manchurian (Dry),Main,241,1
6589,322,Hakka Noodles,Main,287,1
6590,322,Lemonade,Beverage,137,1
6591,322,Chilli Oil,Add-on,91,1
6592,322,Hakka Noodles,Main,325,1
6593,322,Chilli Chicken,Main,307,0
6594,322,Sprite,Beverage,118,1
6595,322,Lemonade,Beverage,141,1
6596,322,Chilli Chicken,Main,321,0
6597,322,Fried Rice,Main,274,1
6598,323,Aloo Tikki Burger,Main,515,1
6599,323,Brownie,Dessert,247,1
6600,323,Mayo Dip,Add-on,115,1
6601,323,Mayo Dip,Add-on,123,1
6602,323,Mayo Dip,Add-on,123,1
6603,323,Chicken Zinger Burger,Main,526,0
6604,323,Iced Tea,Beverage,181,1
6605,323,French Fries,Add-on,148,1
6606,323,Veg Club Sandwich,Main,445,1
6607,323,Chicken Zinger Burger,Main,449,0
6608,323,French Fries,Add-on,122,1
6609,323,Soft Serve Ice Cream,Dessert,300,1
6610,323,Chicken Zinger Burger,Main,493,0
6611,323,Coke,Beverage,163,1
6612,323,Cold Coffee,Beverage,179,1
6613,324,Chilli Chicken,Main,290,0
6614,324,Hakka Noodles,Main,314,1
6615,324,Fried Rice,Main,285,1
6616,324,Lemonade,Beverage,109,1
6617,324,Manchurian (Dry),Main,331,1
6618,324,Manchurian (Dry),Main,304,1
6619,324,Momos,Add-on,83,1
6620,324,Coke,Beverage,117,1
6621,324,Hakka Noodles,Main,250,1
6622,324,Extra Schezwan Sauce,Add-on,92,1
6623,324,Chilli Oil,Add-on,75,1
6624,324,Momos,Add-on,84,1
6625,324,Sprite,Beverage,144,1
6626,324,Manchurian (Dry),Main,313,1
6627,325,Coke,Beverage,58,1
6628,325,Extra Cheese,Add-on,45,1
6629,325,Pickle,Add-on,44,1
6630,325,Side Salad,Add-on,42,1
6631,325,Extra Cheese,Add-on,46,1
6632,325,Chef Special Dish,Main,147,1
6633,325,Pickle,Add-on,33,1
6634,325,Pickle,Add-on,39,1
6635,325,Side Salad,Add-on,36,1
6636,325,House Curry,Main,171,1
6637,325,Special Pastry,Dessert,89,1
6638,325,Pickle,Add-on,47,1
6639,325,House Curry,Main,163,1
6640,325,Extra Cheese,Add-on,45,1
6641,325,Coke,Beverage,76,1
6642,325,Coke,Beverage,69,1
6643,325,Side Salad,Add-on,48,1
6644,325,Coke,Beverage,62,1
6645,325,Special Platter,Main,186,1
6646,326,Garlic Bread,Add-on,99,1
6647,326,Iced Tea,Beverage,141,1
6648,326,Chocolate Shake,Beverage,115,1
6649,326,Garlic Bread,Add-on,83,1
6650,326,Chocolate Shake,Beverage,150,1
6651,326,Veg Club Sandwich,Main,250,1
6652,326,Iced Tea,Beverage,142,1
6653,326,Veg Club Sandwich,Main,346,1
6654,326,Veg Club Sandwich,Main,367,1
6655,326,Aloo Tikki Burger,Main,311,1
6656,326,Peri Peri Fries,Add-on,89,1
6657,326,Veg Club Sandwich,Main,293,1
6658,326,Cheese Pizza,Main,312,1
6659,326,Chicken Zinger Burger,Main,357,0
6660,326,Veg Club Sandwich,Main,312,1
6661,326,Cheese Dip,Add-on,88,1
6662,326,Garlic Bread,Add-on,72,1
6663,326,Chicken Zinger Burger,Main,383,0
6664,326,Chocolate Shake,Beverage,132,1
6665,326,Sprite,Beverage,140,1
6666,327,Thumbs Up,Beverage,143,1
6667,327,Dal Makhani,Main,277,1
6668,327,Coke,Beverage,121,1
6669,327,Butter Chicken,Main,284,0
6670,327,Paneer Tikka Masala,Main,261,1
6671,327,Butter Chicken,Main,244,0
6672,327,Coke,Beverage,100,1
6673,327,Kadai Paneer,Main,356,1
6674,327,Paneer Tikka Masala,Main,307,1
6675,327,Kadai Paneer,Main,323,1
6676,327,Thumbs Up,Beverage,122,1
6677,327,Mint Chutney,Add-on,68,1
6678,327,Dal Makhani,Main,308,1
6679,327,Onion Salad,Add-on,92,1
6680,327,Papad,Add-on,75,1
6681,327,Raita,Add-on,69,1
6682,328,Hakka Noodles,Main,247,1
6683,328,Lemonade,Beverage,129,1
6684,328,Chilli Chicken,Main,261,0
6685,328,Prawn Crackers,Add-on,86,0
6686,328,Manchurian (Dry),Main,336,1
6687,328,Manchurian (Dry),Main,266,1
6688,328,Paneer Chilli,Main,365,1
6689,328,Spring Rolls,Add-on,89,1
6690,328,Chilli Chicken,Main,324,0
6691,328,Coke,Beverage,148,1
6692,329,Chef Special Dish,Main,157,1
6693,329,Extra Sauce,Add-on,34,1
6694,329,Water Bottle,Beverage,63,1
6695,329,Side Salad,Add-on,33,1
6696,329,Sprite,Beverage,77,1
6697,329,Extra Cheese,Add-on,33,1
6698,329,House Curry,Main,176,1
6699,329,Fresh Juice,Beverage,60,1
6700,329,Special Thali,Main,159,1
6701,329,Pickle,Add-on,45,1
6702,329,Water Bottle,Beverage,72,1
6703,330,Chef Special Dish,Main,257,1
6704,330,House Curry,Main,274,1
6705,330,Extra Sauce,Add-on,89,1
6706,330,Water Bottle,Beverage,99,1
6707,330,Brownie,Dessert,146,1
6708,330,Extra Sauce,Add-on,65,1
6709,330,Side Salad,Add-on,101,1
6710,330,Ice Cream Scoop,Dessert,168,1
6711,330,House Curry,Main,298,1
6712,330,Special Platter,Main,242,1
6713,330,Sprite,Beverage,125,1
6714,330,Fresh Juice,Beverage,129,1
6715,330,Water Bottle,Beverage,108,1
6716,330,Extra Sauce,Add-on,72,1
6717,330,Special Platter,Main,241,1
6718,330,Extra Sauce,Add-on,87,1
6719,330,House Curry,Main,316,1
6720,330,Chef Special Dish,Main,299,1
6721,330,Coke,Beverage,128,1
6722,330,House Curry,Main,279,1
6723,330,Sprite,Beverage,126,1
6724,330,Side Salad,Add-on,97,1
6725,330,Extra Cheese,Add-on,77,1
6726,330,House Curry,Main,374,1
6727,331,Hakka Noodles,Main,337,1
6728,331,Manchurian (Dry),Main,244,1
6729,331,Honey Noodles with Ice Cream,Dessert,144,1
6730,331,Coke,Beverage,98,1
6731,331,Spring Rolls,Add-on,93,1
6732,331,Fried Rice,Main,270,1
6733,331,Honey Noodles with Ice Cream,Dessert,194,1
6734,331,Fried Rice,Main,372,1
6735,331,Chilli Chicken,Main,294,0
6736,331,Spring Rolls,Add-on,89,1
6737,331,Date Pancake,Dessert,173,1
6738,331,Chilli Chicken,Main,272,0
6739,331,Hakka Noodles,Main,286,1
6740,331,Date Pancake,Dessert,194,1
6741,331,Chilli Chicken,Main,270,0
6742,331,Manchurian (Dry),Main,347,1
6743,331,Prawn Crackers,Add-on,103,0
6744,331,Iced Tea,Beverage,151,1
6745,331,Prawn Crackers,Add-on,86,0
6746,331,Honey Noodles with Ice Cream,Dessert,191,1
6747,331,Momos,Add-on,67,1
6748,331,Hakka Noodles,Main,372,1
6749,332,Soft Serve Ice Cream,Dessert,132,1
6750,332,French Fries,Add-on,101,1
6751,332,Aloo Tikki Burger,Main,285,1
6752,332,Mayo Dip,Add-on,93,1
6753,332,Chicken Zinger Burger,Main,254,0
6754,332,Veg Club Sandwich,Main,272,1
6755,332,Chicken Zinger Burger,Main,385,0
6756,332,Cheese Dip,Add-on,67,1
6757,332,Iced Tea,Beverage,135,1
6758,332,Cheese Dip,Add-on,94,1
6759,333,Special Pastry,Dessert,69,1
6760,333,Special Platter,Main,189,1
6761,333,Chef Special Dish,Main,129,1
6762,333,Special Thali,Main,186,1
6763,333,Special Platter,Main,133,1
6764,333,Special Thali,Main,126,1
6765,333,Coke,Beverage,61,1
6766,333,Brownie,Dessert,91,1
6767,333,Special Pastry,Dessert,74,1
6768,333,Special Platter,Main,124,1
6769,333,Coke,Beverage,54,1
6770,333,Special Platter,Main,170,1
6771,333,Special Thali,Main,122,1
6772,334,Fresh Juice,Beverage,60,1
6773,334,Extra Sauce,Add-on,43,1
6774,334,Special Thali,Main,169,1
6775,334,Extra Cheese,Add-on,46,1
6776,334,Special Platter,Main,135,1
6777,334,Sprite,Beverage,48,1
6778,334,Extra Cheese,Add-on,51,1
6779,334,Ice Cream Scoop,Dessert,73,1
6780,334,Special Platter,Main,180,1
6781,334,Special Thali,Main,185,1
6782,334,Pickle,Add-on,43,1
6783,334,Pickle,Add-on,47,1
6784,334,Special Thali,Main,141,1
6785,334,Water Bottle,Beverage,65,1
6786,334,Fresh Juice,Beverage,72,1
6787,334,Brownie,Dessert,70,1
6788,334,Sprite,Beverage,69,1
6789,334,Coke,Beverage,57,1
6790,334,Extra Cheese,Add-on,40,1
6791,334,Fresh Juice,Beverage,59,1
6792,334,House Curry,Main,177,1
6793,334,Chef Special Dish,Main,181,1
6794,334,Special Platter,Main,170,1
6795,335,Extra Cheese,Add-on,51,1
6796,335,Special Thali,Main,165,1
6797,335,Ice Cream Scoop,Dessert,77,1
6798,335,House Curry,Main,168,1
6799,335,Special Platter,Main,176,1
6800,335,Side Salad,Add-on,49,1
6801,335,House Curry,Main,157,1
6802,335,Chef Special Dish,Main,164,1
6803,335,Chef Special Dish,Main,183,1
6804,335,Side Salad,Add-on,51,1
6805,335,Side Salad,Add-on,48,1
6806,335,Fresh Juice,Beverage,50,1
6807,335,Fresh Juice,Beverage,74,1
6808,335,Extra Sauce,Add-on,42,1
6809,335,Special Thali,Main,139,1
6810,335,Chef Special Dish,Main,175,1
6811,335,Sprite,Beverage,62,1
6812,335,House Curry,Main,174,1
6813,335,House Curry,Main,161,1
6814,335,Fresh Juice,Beverage,63,1
6815,335,Pickle,Add-on,36,1
6816,335,House Curry,Main,176,1
6817,335,Special Thali,Main,136,1
6818,336,Special Pastry,Dessert,280,1
6819,336,Coke,Beverage,277,1
6820,336,Water Bottle,Beverage,251,1
6821,336,Extra Sauce,Add-on,183,1
6822,336,Extra Cheese,Add-on,147,1
6823,336,Special Pastry,Dessert,304,1
6824,336,Ice Cream Scoop,Dessert,342,1
6825,336,Special Thali,Main,765,1
6826,336,Coke,Beverage,194,1
6827,336,Special Thali,Main,568,1
6828,336,Chef Special Dish,Main,535,1
6829,336,Extra Sauce,Add-on,133,1
6830,336,Pickle,Add-on,204,1
6831,336,Special Pastry,Dessert,407,1
6832,336,Special Platter,Main,483,1
6833,336,Extra Cheese,Add-on,155,1
6834,336,Special Pastry,Dessert,289,1
6835,336,Special Pastry,Dessert,355,1
6836,336,Special Platter,Main,670,1
6837,336,Special Thali,Main,683,1
6838,336,Extra Sauce,Add-on,167,1
6839,336,House Curry,Main,489,1
6840,336,Brownie,Dessert,331,1
6841,336,Special Pastry,Dessert,376,1
6842,336,Special Thali,Main,606,1
6843,336,House Curry,Main,764,1
6844,336,Special Platter,Main,778,1
6845,336,Special Pastry,Dessert,262,1
6846,336,Special Platter,Main,707,1
6847,336,Extra Sauce,Add-on,165,1
6848,337,Extra Sauce,Add-on,33,1
6849,337,Extra Sauce,Add-on,41,1
6850,337,House Curry,Main,138,1
6851,337,Special Platter,Main,122,1
6852,337,Special Pastry,Dessert,86,1
6853,337,Brownie,Dessert,98,1
6854,337,Coke,Beverage,66,1
6855,337,Special Thali,Main,120,1
6856,337,Chef Special Dish,Main,164,1
6857,337,Extra Sauce,Add-on,50,1
6858,337,Special Platter,Main,125,1
6859,337,Ice Cream Scoop,Dessert,82,1
6860,337,Pickle,Add-on,48,1
6861,337,Special Thali,Main,138,1
6862,337,Ice Cream Scoop,Dessert,91,1
6863,337,Special Pastry,Dessert,70,1
6864,337,Special Platter,Main,142,1
6865,337,Side Salad,Add-on,32,1
6866,337,House Curry,Main,152,1
6867,337,Chef Special Dish,Main,192,1
6868,337,Special Thali,Main,134,1
6869,337,Pickle,Add-on,36,1
6870,337,Special Pastry,Dessert,95,1
6871,337,Side Salad,Add-on,47,1
6872,337,Special Thali,Main,142,1
6873,337,Side Salad,Add-on,38,1
6874,337,Special Platter,Main,137,1
6875,338,Water Bottle,Beverage,102,1
6876,338,Side Salad,Add-on,69,1
6877,338,Special Thali,Main,305,1
6878,338,House Curry,Main,359,1
6879,338,Fresh Juice,Beverage,97,1
6880,338,House Curry,Main,335,1
6881,338,Water Bottle,Beverage,121,1
6882,338,Special Thali,Main,281,1
6883,338,Special Platter,Main,250,1
6884,338,Extra Sauce,Add-on,74,1
6885,338,Brownie,Dessert,156,1
6886,338,Special Pastry,Dessert,168,1
6887,338,Chef Special Dish,Main,375,1
6888,338,Chef Special Dish,Main,258,1
6889,338,Chef Special Dish,Main,252,1
6890,338,Side Salad,Add-on,90,1
6891,338,Pickle,Add-on,90,1
6892,338,Brownie,Dessert,157,1
6893,338,Special Pastry,Dessert,166,1
6894,338,Chef Special Dish,Main,327,1
6895,338,Extra Sauce,Add-on,86,1
6896,338,Coke,Beverage,108,1
6897,338,Sprite,Beverage,103,1
6898,338,Special Platter,Main,241,1
6899,339,Special Thali,Main,128,1
6900,339,Extra Cheese,Add-on,43,1
6901,339,Special Thali,Main,142,1
6902,339,Chef Special Dish,Main,143,1
6903,339,Chef Special Dish,Main,184,1
6904,339,Side Salad,Add-on,35,1
6905,339,Special Platter,Main,155,1
6906,339,Chef Special Dish,Main,127,1
6907,339,Special Platter,Main,161,1
6908,339,Water Bottle,Beverage,52,1
6909,339,Coke,Beverage,73,1
6910,340,Extra Sauce,Add-on,41,1
6911,340,Extra Sauce,Add-on,43,1
6912,340,Ice Cream Scoop,Dessert,89,1
6913,340,Special Platter,Main,182,1
6914,340,House Curry,Main,190,1
6915,340,House Curry,Main,150,1
6916,340,Special Platter,Main,123,1
6917,340,House Curry,Main,178,1
6918,340,Ice Cream Scoop,Dessert,71,1
6919,340,Extra Cheese,Add-on,39,1
6920,340,Side Salad,Add-on,46,1
6921,340,Ice Cream Scoop,Dessert,83,1
6922,340,Special Platter,Main,168,1
6923,340,Chef Special Dish,Main,138,1
6924,341,Extra Cheese,Add-on,167,1
6925,341,Extra Sauce,Add-on,162,1
6926,341,Special Thali,Main,605,1
6927,341,Extra Sauce,Add-on,184,1
6928,341,Side Salad,Add-on,189,1
6929,341,Extra Sauce,Add-on,157,1
6930,341,Pickle,Add-on,150,1
6931,341,House Curry,Main,571,1
6932,341,House Curry,Main,755,1
6933,341,Pickle,Add-on,168,1
6934,341,Special Platter,Main,707,1
6935,341,Brownie,Dessert,350,1
6936,341,Side Salad,Add-on,165,1
6937,341,Special Thali,Main,687,1
6938,341,Sprite,Beverage,255,1
6939,341,Extra Sauce,Add-on,148,1
6940,341,House Curry,Main,760,1
6941,341,Sprite,Beverage,263,1
6942,341,Coke,Beverage,229,1
6943,341,Extra Cheese,Add-on,200,1
6944,341,Chef Special Dish,Main,584,1
6945,341,Extra Cheese,Add-on,143,1
6946,341,Sprite,Beverage,254,1
6947,341,Special Platter,Main,563,1
6948,341,Special Platter,Main,680,1
6949,341,Coke,Beverage,284,1
6950,342,House Curry,Main,268,1
6951,342,Sprite,Beverage,138,1
6952,342,Extra Cheese,Add-on,72,1
6953,342,Pickle,Add-on,87,1
6954,342,Chef Special Dish,Main,257,1
6955,342,Sprite,Beverage,134,1
6956,342,Chef Special Dish,Main,329,1
6957,342,Extra Cheese,Add-on,71,1
6958,342,Pickle,Add-on,78,1
6959,342,Fresh Juice,Beverage,125,1
6960,342,Special Pastry,Dessert,202,1
6961,342,Pickle,Add-on,85,1
6962,342,Chef Special Dish,Main,278,1
6963,342,Ice Cream Scoop,Dessert,148,1
6964,343,Chilli Oil,Add-on,103,1
6965,343,Hakka Noodles,Main,249,1
6966,343,Chilli Chicken,Main,379,0
6967,343,Sprite,Beverage,152,1
6968,343,Paneer Chilli,Main,327,1
6969,343,Extra Schezwan Sauce,Add-on,84,1
6970,343,Prawn Crackers,Add-on,71,0
6971,343,Hakka Noodles,Main,387,1
6972,343,Prawn Crackers,Add-on,87,0
6973,343,Manchurian (Dry),Main,305,1
6974,343,Extra Schezwan Sauce,Add-on,68,1
6975,343,Momos,Add-on,68,1
6976,343,Spring Rolls,Add-on,65,1
6977,343,Coke,Beverage,112,1
6978,343,Lemonade,Beverage,103,1
6979,343,Coke,Beverage,151,1
6980,343,Manchurian (Dry),Main,270,1
6981,343,Paneer Chilli,Main,248,1
6982,343,Spring Rolls,Add-on,77,1
6983,343,Honey Noodles with Ice Cream,Dessert,150,1
6984,343,Iced Tea,Beverage,109,1
6985,343,Lemonade,Beverage,151,1
6986,344,Chef Special Dish,Main,262,1
6987,344,Extra Cheese,Add-on,94,1
6988,344,Side Salad,Add-on,96,1
6989,344,Special Platter,Main,270,1
6990,344,Special Thali,Main,383,1
6991,344,Ice Cream Scoop,Dessert,173,1
6992,344,House Curry,Main,361,1
6993,344,Special Thali,Main,254,1
6994,344,Special Platter,Main,273,1
6995,344,Special Pastry,Dessert,176,1
6996,344,Side Salad,Add-on,100,1
6997,344,Extra Cheese,Add-on,68,1
6998,344,Ice Cream Scoop,Dessert,181,1
6999,344,Special Platter,Main,326,1
7000,344,Pickle,Add-on,81,1
7001,344,Chef Special Dish,Main,255,1
7002,344,Special Thali,Main,301,1
7003,344,Fresh Juice,Beverage,122,1
7004,344,Fresh Juice,Beverage,147,1
7005,344,Special Platter,Main,243,1
7006,344,House Curry,Main,270,1
7007,345,Pickle,Add-on,95,1
7008,345,House Curry,Main,288,1
