user_id,segment,city,preferred_zone,historical_order_freq_monthly,account_age_days,favorite_category,time_habit
2283,budget,Delhi NCR,South,10,541,Dessert,Dinner
2284,budget,Pune,West,18,762,None,LateNight
2285,budget,Delhi NCR,Central,14,406,Beverage,None
2286,budget,Pune,North,11,204,None,LateNight
2287,budget,Bangalore,West,18,417,None,LateNight
2288,occasional,Bangalore,East,2,482,Add-on,None
2289,mid-range,Mumbai,West,9,311,None,None
2290,mid-range,Pune,North,6,716,Beverage,Morning
2291,mid-range,Pune,South,3,484,None,Lunch
2292,occasional,Hyderabad,North,3,749,None,Dinner
2293,budget,Pune,North,15,194,None,None
2294,mid-range,Pune,Central,3,148,None,None
2295,mid-range,Hyderabad,West,10,341,Dessert,Morning
2296,occasional,Hyderabad,North,2,193,Beverage,None
2297,budget,Hyderabad,Central,17,928,Beverage,Dinner
2298,mid-range,Mumbai,West,13,102,Bread,Lunch
2299,budget,Bangalore,East,12,718,Beverage,LateNight
2300,mid-range,Mumbai,North,10,103,None,Morning
2301,budget,Delhi NCR,West,20,659,Beverage,Lunch
2302,budget,Bangalore,North,9,546,None,Dinner
2303,mid-range,Hyderabad,Central,12,636,Dessert,Morning
2304,premium,Mumbai,West,12,573,None,LateNight
2305,budget,Hyderabad,North,18,796,Beverage,Dinner
2306,occasional,Mumbai,East,1,589,None,Dinner
2307,budget,Mumbai,South,19,899,None,Lunch
2308,mid-range,Mumbai,South,7,797,Dessert,LateNight
2309,budget,Delhi NCR,West,19,325,None,None
2310,mid-range,Bangalore,West,8,305,None,None
2311,premium,Mumbai,North,14,930,Beverage,Lunch
2312,budget,Mumbai,South,15,13,None,None
2313,occasional,Pune,East,1,22,None,None
2314,budget,Hyderabad,West,11,885,None,None
2315,budget,Hyderabad,Central,20,836,None,Morning
2316,mid-range,Delhi NCR,Central,5,913,None,LateNight
2317,budget,Hyderabad,South,17,232,Beverage,None
2318,budget,Pune,West,16,474,Beverage,None
2319,premium,Hyderabad,West,14,91,None,Dinner
2320,mid-range,Pune,Central,10,16,Beverage,None
2321,budget,Mumbai,Central,10,294,None,LateNight
2322,budget,Pune,Central,13,849,Beverage,None
2323,budget,Mumbai,North,11,199,Add-on,None
2324,budget,Mumbai,North,23,678,None,Morning
2325,budget,Bangalore,North,16,158,Dessert,Lunch
2326,budget,Delhi NCR,Central,18,868,None,LateNight
2327,premium,Pune,East,11,349,None,None
2328,budget,Delhi NCR,North,13,121,None,Lunch
2329,premium,Hyderabad,South,8,175,None,None
2330,budget,Bangalore,Central,18,686,None,Morning
2331,mid-range,Pune,Central,4,816,None,None
2332,budget,Pune,South,21,999,Beverage,Dinner
2333,mid-range,Hyderabad,Central,9,378,None,Morning
2334,mid-range,Delhi NCR,North,3,796,None,Lunch
2335,mid-range,Bangalore,East,8,387,None,None
2336,occasional,Hyderabad,North,1,786,Bread,None
2337,mid-range,Hyderabad,Central,7,76,Beverage,LateNight
2338,mid-range,Bangalore,West,3,147,None,Lunch
2339,budget,Delhi NCR,East,7,347,None,None
2340,premium,Pune,West,13,547,None,None
2341,mid-range,Mumbai,South,7,636,Add-on,Dinner
2342,occasional,Delhi NCR,North,2,595,None,None
2343,budget,Pune,North,11,505,Dessert,Morning
2344,premium,Pune,East,10,447,None,Lunch
2345,mid-range,Pune,East,9,275,Beverage,LateNight
2346,budget,Pune,Central,16,648,None,None
2347,budget,Bangalore,South,13,639,None,None
2348,budget,Pune,West,14,542,Add-on,None
2349,mid-range,Hyderabad,West,8,837,Dessert,None
2350,occasional,Mumbai,Central,2,248,Add-on,Dinner
2351,mid-range,Bangalore,South,10,11,None,Lunch
2352,budget,Delhi NCR,North,13,486,Add-on,None
2353,budget,Delhi NCR,South,21,828,Dessert,None
2354,budget,Pune,West,16,433,Beverage,LateNight
2355,premium,Delhi NCR,East,14,368,None,Lunch
2356,mid-range,Pune,South,7,21,None,Dinner
2357,mid-range,Mumbai,East,4,270,None,Lunch
2358,budget,Delhi NCR,East,11,317,None,Lunch
2359,mid-range,Pune,Central,8,341,Add-on,LateNight
2360,premium,Delhi NCR,North,16,712,Dessert,None
2361,occasional,Bangalore,East,1,415,None,None
2362,occasional,Pune,Central,1,993,None,Lunch
2363,mid-range,Delhi NCR,South,6,208,Dessert,Dinner
2364,mid-range,Bangalore,East,7,954,Beverage,None
2365,budget,Hyderabad,West,13,826,Beverage,Dinner
2366,budget,Delhi NCR,South,10,503,None,Dinner
2367,budget,Mumbai,West,15,923,None,Dinner
2368,budget,Pune,East,15,483,None,Lunch
2369,budget,Hyderabad,North,12,865,None,Dinner
2370,mid-range,Pune,East,5,588,None,None
2371,budget,Bangalore,Central,11,558,Beverage,None
2372,budget,Delhi NCR,South,15,601,Add-on,Dinner
2373,budget,Bangalore,East,14,77,Beverage,Lunch
2374,mid-range,Mumbai,East,11,870,Bread,None
2375,mid-range,Delhi NCR,East,6,394,None,None
2376,mid-range,Pune,South,7,594,None,Lunch
2377,budget,Pune,West,18,201,None,Lunch
2378,mid-range,Pune,North,7,895,Beverage,Lunch
2379,premium,Bangalore,East,14,736,None,None
2380,budget,Delhi NCR,East,14,433,Beverage,Morning
2381,budget,Delhi NCR,West,16,908,Beverage,Lunch
2382,mid-range,Mumbai,East,7,472,None,None
2383,occasional,Bangalore,South,1,547,None,Morning
2384,mid-range,Bangalore,South,4,124,None,None
2385,mid-range,Bangalore,North,5,806,None,Dinner
2386,mid-range,Mumbai,North,6,464,Dessert,Dinner
2387,mid-range,Pune,North,1,828,None,Lunch
2388,mid-range,Hyderabad,Central,6,167,Beverage,Dinner
2389,budget,Mumbai,East,16,955,None,None
2390,premium,Hyderabad,Central,9,327,None,LateNight
2391,mid-range,Bangalore,South,5,797,None,Lunch
2392,budget,Delhi NCR,Central,17,702,None,None
2393,budget,Mumbai,South,17,751,None,None
2394,mid-range,Delhi NCR,West,6,406,Bread,None
2395,budget,Pune,North,18,14,Beverage,Lunch
2396,budget,Bangalore,North,15,713,None,None
2397,mid-range,Pune,North,13,351,Beverage,None
2398,budget,Hyderabad,North,16,115,None,None
2399,premium,Pune,East,16,33,None,Dinner
2400,budget,Pune,East,14,664,Beverage,None
2401,mid-range,Mumbai,East,7,215,None,None
2402,occasional,Mumbai,East,1,293,None,Dinner
2403,occasional,Pune,East,2,801,None,Lunch
2404,mid-range,Hyderabad,North,7,289,Add-on,None
2405,mid-range,Mumbai,South,11,290,Add-on,Dinner
2406,budget,Delhi NCR,North,19,991,None,None
2407,budget,Pune,Central,6,536,None,LateNight
2408,budget,Delhi NCR,South,11,565,Add-on,Morning
2409,mid-range,Bangalore,Central,6,336,None,Morning
2410,budget,Bangalore,South,19,975,Add-on,Dinner
2411,budget,Bangalore,Central,14,260,None,Lunch
2412,budget,Mumbai,North,11,328,None,None
2413,budget,Pune,East,14,563,Bread,Dinner
2414,budget,Hyderabad,North,23,143,None,Dinner
2415,occasional,Delhi NCR,West,1,934,Bread,None
2416,mid-range,Delhi NCR,North,8,402,Add-on,None
2417,occasional,Delhi NCR,North,2,446,None,Morning
2418,budget,Hyderabad,South,14,731,Beverage,None
2419,mid-range,Pune,Central,6,654,None,Morning
2420,premium,Hyderabad,Central,7,374,Beverage,Lunch
2421,budget,Bangalore,East,11,847,Beverage,None
2422,mid-range,Mumbai,Central,9,90,None,Dinner
2423,budget,Hyderabad,Central,10,144,Beverage,LateNight
2424,mid-range,Delhi NCR,West,8,109,None,LateNight
2425,mid-range,Hyderabad,East,16,710,Dessert,None
2426,premium,Hyderabad,West,10,247,None,None
2427,mid-range,Mumbai,South,5,891,Dessert,Dinner
2428,premium,Pune,East,11,944,Bread,Dinner
2429,budget,Bangalore,West,19,197,None,Lunch
2430,mid-range,Bangalore,East,6,474,None,LateNight
2431,mid-range,Hyderabad,North,8,76,None,None
2432,mid-range,Hyderabad,North,7,369,Beverage,Dinner
2433,mid-range,Hyderabad,West,4,876,Add-on,Dinner
2434,budget,Mumbai,East,18,796,None,LateNight
2435,premium,Bangalore,Central,18,598,None,None
2436,mid-range,Mumbai,Central,9,115,None,Lunch
2437,mid-range,Hyderabad,North,4,343,None,None
2438,budget,Pune,North,14,821,Bread,None
2439,budget,Bangalore,Central,21,482,None,Dinner
2440,mid-range,Hyderabad,Central,12,433,None,None
2441,occasional,Mumbai,Central,2,259,None,Morning
2442,mid-range,Pune,South,10,503,None,Morning
2443,mid-range,Hyderabad,North,11,358,Beverage,None
2444,premium,Mumbai,Central,9,451,None,Dinner
2445,budget,Hyderabad,Central,15,816,None,LateNight
2446,budget,Bangalore,Central,12,720,None,Lunch
2447,mid-range,Mumbai,South,11,688,Beverage,Dinner
2448,occasional,Delhi NCR,Central,1,866,None,Dinner
2449,budget,Hyderabad,North,13,616,Bread,Dinner
2450,occasional,Pune,West,4,343,Beverage,LateNight
2451,premium,Pune,North,7,851,None,None
2452,mid-range,Hyderabad,South,7,325,None,Lunch
2453,occasional,Hyderabad,North,1,622,None,Dinner
2454,mid-range,Delhi NCR,Central,2,799,None,Dinner
2455,premium,Hyderabad,East,13,516,None,None
2456,budget,Delhi NCR,North,12,232,None,None
2457,budget,Mumbai,Central,19,934,None,None
2458,premium,Delhi NCR,South,14,686,None,LateNight
2459,mid-range,Mumbai,West,4,554,None,None
2460,budget,Bangalore,West,11,640,Dessert,None
2461,mid-range,Pune,West,3,210,None,None
2462,budget,Mumbai,East,17,316,Beverage,None
2463,mid-range,Pune,East,3,950,None,Dinner
2464,budget,Hyderabad,East,6,101,None,Lunch
2465,budget,Pune,North,23,636,None,Lunch
2466,mid-range,Pune,West,5,877,Beverage,Dinner
2467,mid-range,Mumbai,East,10,73,None,Morning
2468,mid-range,Bangalore,Central,9,64,None,None
2469,premium,Delhi NCR,Central,12,850,None,None
2470,budget,Bangalore,North,12,891,None,Morning
2471,budget,Bangalore,North,20,250,Beverage,LateNight
2472,mid-range,Hyderabad,Central,10,413,Bread,Dinner
2473,budget,Bangalore,West,14,425,None,Lunch
2474,mid-range,Hyderabad,West,4,568,Beverage,Lunch
2475,budget,Mumbai,South,13,496,Bread,None
2476,occasional,Mumbai,South,2,578,None,None
2477,budget,Hyderabad,East,18,870,None,LateNight
2478,mid-range,Hyderabad,South,9,305,Dessert,Dinner
2479,budget,Mumbai,South,17,21,Add-on,LateNight
2480,occasional,Delhi NCR,North,1,157,None,Dinner
2481,mid-range,Hyderabad,West,7,149,None,Lunch
2482,budget,Delhi NCR,South,16,667,None,Dinner
2483,premium,Hyderabad,West,13,925,Dessert,Morning
2484,budget,Pune,West,13,648,Add-on,Dinner
2485,mid-range,Mumbai,West,5,531,None,None
2486,budget,Hyderabad,Central,15,849,Dessert,LateNight
2487,mid-range,Hyderabad,West,9,373,Add-on,Dinner
2488,premium,Mumbai,South,8,444,None,Dinner
2489,budget,Pune,North,10,601,None,LateNight
2490,premium,Hyderabad,South,7,739,None,None
2491,budget,Pune,East,18,430,Add-on,LateNight
2492,mid-range,Pune,Central,3,385,Beverage,Lunch
2493,budget,Delhi NCR,North,25,591,Beverage,None
2494,budget,Hyderabad,East,19,125,None,LateNight
2495,mid-range,Pune,West,10,994,None,Lunch
2496,premium,Delhi NCR,South,14,757,None,LateNight
2497,budget,Pune,East,16,486,Beverage,Dinner
2498,mid-range,Pune,North,8,545,None,LateNight
2499,mid-range,Pune,North,1,261,None,Morning
2500,budget,Hyderabad,North,21,710,Add-on,Morning
2501,mid-range,Pune,Central,10,329,None,LateNight
2502,budget,Pune,North,10,935,None,None
2503,budget,Bangalore,Central,16,807,Dessert,None
2504,budget,Delhi NCR,West,16,474,None,LateNight
2505,budget,Pune,West,13,597,None,Morning
2506,budget,Bangalore,West,21,371,Beverage,None
2507,mid-range,Bangalore,East,8,181,Beverage,LateNight
2508,mid-range,Delhi NCR,Central,7,777,Beverage,None
2509,budget,Bangalore,Central,10,276,Bread,None
2510,mid-range,Delhi NCR,West,7,602,Dessert,Lunch
2511,mid-range,Mumbai,Central,8,62,None,LateNight
2512,mid-range,Bangalore,Central,5,37,Bread,None
2513,budget,Bangalore,West,18,94,None,Lunch
2514,premium,Mumbai,Central,8,88,Dessert,None
2515,budget,Bangalore,East,9,145,Dessert,None
2516,premium,Pune,East,11,291,Beverage,Lunch
2517,budget,Bangalore,North,17,769,None,None
2518,budget,Delhi NCR,Central,12,188,None,Dinner
2519,budget,Pune,South,4,684,None,Dinner
2520,premium,Hyderabad,East,16,837,None,None
2521,mid-range,Mumbai,East,11,811,Dessert,None
2522,mid-range,Mumbai,West,14,195,None,Dinner
2523,budget,Pune,North,14,361,None,Dinner
2524,budget,Delhi NCR,South,15,619,Beverage,Lunch
2525,mid-range,Mumbai,West,7,780,None,Morning
2526,mid-range,Hyderabad,West,1,253,None,None
2527,budget,Hyderabad,South,18,225,None,LateNight
2528,mid-range,Pune,East,9,65,Add-on,Dinner
2529,mid-range,Bangalore,North,11,63,None,Dinner
2530,budget,Mumbai,West,12,418,None,None
2531,mid-range,Hyderabad,East,11,497,None,None
2532,premium,Pune,South,9,398,None,LateNight
2533,occasional,Hyderabad,West,1,278,None,Dinner
2534,mid-range,Mumbai,Central,6,901,Dessert,Dinner
2535,budget,Hyderabad,North,17,305,None,Dinner
2536,mid-range,Hyderabad,West,10,704,None,Morning
2537,mid-range,Bangalore,Central,9,709,None,None
2538,occasional,Delhi NCR,North,1,949,Add-on,Lunch
2539,budget,Pune,East,13,989,None,Lunch
2540,occasional,Hyderabad,Central,1,950,None,Dinner
2541,mid-range,Bangalore,East,11,286,None,Dinner
2542,budget,Bangalore,North,14,271,None,Dinner
2543,mid-range,Pune,West,8,482,None,Lunch
2544,mid-range,Mumbai,Central,5,798,None,Lunch
2545,mid-range,Mumbai,Central,8,355,Dessert,LateNight
2546,budget,Mumbai,East,13,570,None,Lunch
2547,budget,Delhi NCR,North,15,861,None,None
2548,mid-range,Delhi NCR,North,12,431,None,None
2549,occasional,Delhi NCR,Central,1,116,None,None
2550,occasional,Hyderabad,East,1,234,None,None
2551,budget,Bangalore,East,16,207,Dessert,None
2552,budget,Delhi NCR,North,25,644,Beverage,None
2553,premium,Delhi NCR,North,15,971,None,None
2554,budget,Pune,South,8,983,None,None
2555,mid-range,Pune,North,12,735,Dessert,Lunch
2556,mid-range,Delhi NCR,North,9,886,None,Morning
2557,premium,Pune,South,8,394,Add-on,Dinner
2558,budget,Pune,South,17,927,None,Morning
2559,mid-range,Delhi NCR,South,10,269,None,None
2560,budget,Bangalore,West,11,686,Beverage,None
2561,premium,Delhi NCR,West,17,954,Add-on,Dinner
2562,budget,Bangalore,West,7,718,None,Dinner
2563,mid-range,Bangalore,East,8,175,Dessert,None
2564,budget,Delhi NCR,East,14,805,None,Lunch
2565,budget,Delhi NCR,West,12,407,None,Dinner
2566,premium,Bangalore,North,14,274,None,Dinner
2567,mid-range,Bangalore,South,6,461,None,Morning
2568,budget,Delhi NCR,West,18,960,Add-on,None
2569,budget,Mumbai,Central,22,412,None,None
2570,occasional,Mumbai,West,2,121,None,Lunch
2571,mid-range,Mumbai,Central,10,797,Beverage,Morning
2572,mid-range,Hyderabad,South,7,638,Dessert,Lunch
2573,premium,Delhi NCR,West,7,742,None,None
2574,budget,Bangalore,North,11,45,Add-on,Lunch
2575,mid-range,Delhi NCR,North,11,595,None,Dinner
2576,budget,Bangalore,West,16,29,Add-on,Lunch
2577,budget,Hyderabad,South,20,678,None,Lunch
2578,budget,Delhi NCR,North,24,690,None,LateNight
2579,mid-range,Hyderabad,East,9,165,None,Lunch
2580,mid-range,Bangalore,West,10,598,Bread,None
2581,premium,Delhi NCR,Central,12,734,Add-on,None
2582,occasional,Hyderabad,West,2,456,Beverage,None
2583,occasional,Hyderabad,North,1,563,None,None
2584,mid-range,Mumbai,North,4,403,Beverage,None
2585,budget,Hyderabad,North,18,590,Add-on,Lunch
2586,budget,Pune,East,17,351,Add-on,Dinner
2587,mid-range,Bangalore,West,9,66,Beverage,None
2588,mid-range,Delhi NCR,East,8,557,None,None
2589,mid-range,Bangalore,North,9,871,Beverage,LateNight
2590,budget,Hyderabad,East,11,673,None,LateNight
2591,budget,Mumbai,South,18,577,None,Dinner
2592,premium,Delhi NCR,West,14,686,None,None
2593,budget,Mumbai,East,15,722,None,None
2594,occasional,Hyderabad,North,1,655,None,None
2595,budget,Bangalore,West,5,96,None,None
2596,premium,Hyderabad,South,14,153,Bread,None
2597,budget,Delhi NCR,South,20,35,None,LateNight
2598,mid-range,Pune,South,10,510,None,Lunch
2599,occasional,Hyderabad,North,1,821,None,Dinner
2600,premium,Pune,East,5,521,Beverage,LateNight
2601,budget,Pune,West,16,999,None,Dinner
2602,budget,Delhi NCR,North,16,357,Beverage,Lunch
2603,budget,Delhi NCR,East,20,816,None,None
2604,mid-range,Delhi NCR,West,12,131,None,Dinner
2605,occasional,Mumbai,Central,3,479,None,Dinner
2606,budget,Pune,South,15,768,None,Lunch
2607,budget,Pune,South,18,957,None,Morning
2608,premium,Delhi NCR,North,13,763,Beverage,None
2609,budget,Mumbai,West,17,679,None,None
2610,premium,Delhi NCR,West,17,938,Dessert,LateNight
2611,mid-range,Pune,North,6,258,None,Dinner
2612,premium,Mumbai,North,18,186,None,Lunch
2613,budget,Delhi NCR,East,19,850,None,LateNight
2614,budget,Delhi NCR,West,13,635,Dessert,Lunch
2615,budget,Mumbai,Central,18,75,Beverage,None
2616,mid-range,Delhi NCR,North,6,519,None,None
2617,mid-range,Pune,Central,8,235,Dessert,LateNight
2618,mid-range,Delhi NCR,South,8,446,Dessert,LateNight
2619,mid-range,Bangalore,West,13,342,Bread,None
2620,mid-range,Delhi NCR,Central,10,568,None,Lunch
2621,mid-range,Mumbai,East,6,866,Dessert,None
2622,budget,Mumbai,North,13,617,Beverage,None
2623,mid-range,Mumbai,East,12,74,Beverage,LateNight
2624,occasional,Delhi NCR,East,1,154,Beverage,None
2625,budget,Hyderabad,South,10,723,Beverage,Lunch
2626,budget,Bangalore,Central,13,178,Beverage,None
2627,mid-range,Hyderabad,South,5,957,None,None
2628,mid-range,Pune,North,13,146,Beverage,LateNight
2629,mid-range,Delhi NCR,Central,13,395,Add-on,None
2630,mid-range,Mumbai,North,6,910,Beverage,Lunch
2631,budget,Hyderabad,North,10,16,None,Lunch
2632,premium,Delhi NCR,South,13,958,None,None
2633,budget,Delhi NCR,Central,14,918,None,None
2634,mid-range,Bangalore,West,8,720,None,None
2635,budget,Hyderabad,South,15,221,Beverage,Dinner
2636,occasional,Mumbai,East,3,545,None,LateNight
2637,budget,Hyderabad,West,18,254,None,None
2638,budget,Mumbai,Central,13,718,Dessert,Morning
2639,mid-range,Delhi NCR,Central,8,194,None,LateNight
2640,budget,Hyderabad,Central,17,983,None,None
2641,mid-range,Delhi NCR,East,4,366,Dessert,Dinner
2642,mid-range,Hyderabad,North,5,581,None,None
2643,occasional,Mumbai,South,1,130,Beverage,Lunch
2644,budget,Pune,North,7,643,None,Dinner
2645,budget,Bangalore,Central,14,529,None,Lunch
2646,budget,Mumbai,West,13,798,None,None
2647,mid-range,Mumbai,East,9,64,None,None
2648,mid-range,Mumbai,North,5,825,None,LateNight
2649,occasional,Mumbai,West,2,519,None,None
2650,occasional,Mumbai,South,3,696,Dessert,Lunch
2651,budget,Delhi NCR,North,12,670,None,Dinner
2652,budget,Bangalore,East,7,224,Beverage,None
2653,premium,Hyderabad,East,9,352,None,None
2654,budget,Pune,West,17,54,Add-on,Morning
2655,budget,Delhi NCR,North,13,957,Add-on,None
2656,occasional,Pune,South,1,171,Add-on,None
2657,budget,Delhi NCR,West,13,537,None,None
2658,mid-range,Delhi NCR,North,11,926,Beverage,None
2659,budget,Mumbai,West,15,616,None,Dinner
2660,mid-range,Pune,East,8,439,Beverage,None
2661,budget,Mumbai,East,12,245,Bread,None
2662,occasional,Delhi NCR,East,3,243,Add-on,None
2663,mid-range,Delhi NCR,South,10,765,None,Dinner
2664,mid-range,Hyderabad,South,7,394,None,None
2665,mid-range,Mumbai,North,9,492,Dessert,None
2666,mid-range,Pune,West,12,65,None,Dinner
2667,occasional,Hyderabad,South,1,231,None,Lunch
2668,mid-range,Pune,West,7,192,Beverage,None
2669,mid-range,Hyderabad,East,4,149,None,None
2670,mid-range,Hyderabad,South,11,657,Add-on,Morning
2671,premium,Bangalore,East,8,217,None,Lunch
2672,budget,Bangalore,South,16,42,None,Morning
2673,budget,Pune,North,14,297,None,LateNight
2674,budget,Mumbai,North,11,882,Beverage,Lunch
2675,mid-range,Hyderabad,West,11,438,None,None
2676,mid-range,Mumbai,East,8,235,None,Morning
2677,budget,Bangalore,Central,15,170,None,Dinner
2678,mid-range,Pune,South,8,601,None,LateNight
2679,premium,Pune,South,9,98,None,None
2680,mid-range,Hyderabad,Central,10,510,None,Dinner
2681,premium,Mumbai,Central,11,494,Add-on,None
2682,mid-range,Hyderabad,East,7,24,None,None
2683,occasional,Hyderabad,South,1,263,None,LateNight
2684,premium,Bangalore,West,9,603,None,None
2685,mid-range,Mumbai,Central,11,978,None,None
2686,mid-range,Mumbai,Central,4,929,None,Dinner
2687,budget,Delhi NCR,West,22,55,None,Lunch
2688,mid-range,Delhi NCR,West,6,761,None,Dinner
2689,mid-range,Pune,North,11,445,None,None
2690,mid-range,Pune,West,1,500,None,Morning
2691,mid-range,Delhi NCR,West,10,517,None,Morning
2692,mid-range,Mumbai,North,7,581,None,Lunch
2693,budget,Delhi NCR,West,8,982,Bread,None
2694,premium,Mumbai,South,9,377,Dessert,None
2695,mid-range,Bangalore,South,6,673,None,None
2696,mid-range,Delhi NCR,North,5,501,Add-on,None
2697,mid-range,Bangalore,South,3,730,None,Dinner
2698,premium,Hyderabad,Central,16,775,Dessert,None
2699,budget,Pune,North,15,475,Beverage,None
2700,premium,Hyderabad,South,9,905,None,Lunch
2701,occasional,Hyderabad,South,1,818,Add-on,LateNight
2702,mid-range,Bangalore,West,5,730,None,Dinner
2703,premium,Delhi NCR,North,12,404,None,Morning
2704,mid-range,Bangalore,Central,7,43,None,LateNight
2705,mid-range,Bangalore,West,10,780,Dessert,Lunch
2706,mid-range,Bangalore,Central,9,565,Add-on,Dinner
2707,budget,Pune,South,13,816,None,Dinner
2708,mid-range,Delhi NCR,Central,11,911,Beverage,None
2709,budget,Bangalore,North,11,537,Beverage,None
2710,mid-range,Bangalore,North,7,123,None,None
2711,mid-range,Hyderabad,East,9,486,Add-on,Lunch
2712,premium,Pune,North,9,384,None,None
2713,premium,Bangalore,South,14,673,Dessert,Morning
2714,budget,Pune,North,20,584,Beverage,Lunch
2715,mid-range,Mumbai,South,7,352,None,Dinner
2716,mid-range,Mumbai,Central,10,126,None,None
2717,budget,Hyderabad,Central,10,902,Beverage,LateNight
2718,premium,Mumbai,South,16,338,None,Dinner
2719,budget,Bangalore,East,18,525,None,None
2720,occasional,Hyderabad,East,1,65,None,Dinner
2721,budget,Delhi NCR,East,15,363,None,None
2722,budget,Hyderabad,West,10,523,None,None
2723,mid-range,Pune,North,1,491,None,LateNight
2724,occasional,Pune,Central,1,931,Beverage,Dinner
2725,budget,Bangalore,West,20,645,Dessert,Morning
2726,mid-range,Bangalore,North,3,202,Bread,Dinner
2727,mid-range,Hyderabad,North,5,92,None,None
2728,mid-range,Hyderabad,South,10,305,None,Dinner
2729,budget,Delhi NCR,North,12,178,None,Dinner
2730,mid-range,Bangalore,North,8,723,Bread,LateNight
2731,budget,Mumbai,West,18,164,Bread,Lunch
2732,mid-range,Mumbai,Central,6,984,Beverage,None
2733,mid-range,Delhi NCR,East,9,436,None,None
2734,budget,Pune,South,18,495,None,LateNight
2735,budget,Bangalore,West,12,464,Dessert,Lunch
2736,budget,Delhi NCR,East,10,203,None,None
2737,mid-range,Delhi NCR,North,5,902,Beverage,None
2738,mid-range,Mumbai,Central,7,670,None,Lunch
2739,mid-range,Bangalore,West,7,602,None,Morning
2740,occasional,Bangalore,East,2,507,Add-on,None
2741,budget,Pune,Central,11,872,None,None
2742,mid-range,Pune,West,7,478,Add-on,LateNight
2743,budget,Bangalore,Central,19,145,None,Lunch
2744,mid-range,Bangalore,South,8,818,None,Morning
2745,budget,Bangalore,South,10,505,None,None
2746,premium,Bangalore,East,14,798,None,Lunch
2747,mid-range,Delhi NCR,South,4,371,Beverage,None
2748,budget,Bangalore,West,13,989,Beverage,None
2749,budget,Mumbai,Central,4,956,Beverage,Lunch
2750,mid-range,Mumbai,Central,4,302,Beverage,None
2751,budget,Mumbai,South,7,869,Bread,Dinner
2752,budget,Mumbai,South,12,253,None,None
2753,budget,Delhi NCR,North,15,334,Add-on,Dinner
2754,budget,Pune,South,10,461,None,Lunch
2755,premium,Bangalore,East,17,198,None,Lunch
2756,budget,Mumbai,Central,15,734,None,Lunch
2757,budget,Delhi NCR,East,13,362,None,LateNight
2758,budget,Mumbai,East,13,469,None,Lunch
2759,premium,Pune,South,8,556,None,Dinner
2760,mid-range,Bangalore,North,11,952,Dessert,Dinner
2761,premium,Delhi NCR,West,7,963,Dessert,Dinner
2762,budget,Hyderabad,South,22,980,Bread,None
2763,mid-range,Hyderabad,East,7,169,None,None
2764,budget,Delhi NCR,Central,16,529,None,None
2765,budget,Bangalore,East,16,495,None,None
2766,budget,Bangalore,Central,12,692,Bread,LateNight
2767,budget,Mumbai,Central,13,756,None,Lunch
2768,budget,Hyderabad,East,12,715,Beverage,None
2769,occasional,Delhi NCR,West,1,931,Beverage,Dinner
2770,budget,Delhi NCR,South,22,704,None,LateNight
2771,budget,Pune,North,14,325,Beverage,Dinner
2772,occasional,Delhi NCR,West,1,642,None,None
2773,mid-range,Mumbai,West,7,375,None,None
2774,mid-range,Delhi NCR,East,8,66,Add-on,Lunch
2775,occasional,Pune,South,1,607,Bread,None
2776,premium,Pune,South,14,810,Add-on,Dinner
2777,mid-range,Bangalore,South,8,33,None,Dinner
2778,mid-range,Delhi NCR,Central,4,879,Add-on,None
2779,premium,Hyderabad,North,12,534,Dessert,LateNight
2780,budget,Hyderabad,South,14,512,None,Lunch
2781,premium,Bangalore,Central,17,629,Add-on,Morning
2782,budget,Pune,North,10,940,None,None
2783,mid-range,Bangalore,West,7,161,None,Lunch
2784,budget,Hyderabad,East,13,405,Dessert,None
2785,budget,Bangalore,North,6,301,None,None
2786,premium,Bangalore,East,11,325,Dessert,None
2787,budget,Hyderabad,Central,21,99,Beverage,Dinner
2788,mid-range,Mumbai,West,5,769,None,None
2789,occasional,Hyderabad,West,1,305,Add-on,LateNight
2790,occasional,Mumbai,West,2,756,Add-on,LateNight
2791,budget,Hyderabad,South,16,865,None,None
2792,occasional,Pune,Central,2,98,None,Dinner
2793,budget,Mumbai,South,14,320,None,Lunch
2794,mid-range,Hyderabad,Central,6,353,None,None
2795,budget,Delhi NCR,Central,17,784,None,None
2796,mid-range,Hyderabad,North,6,16,None,None
2797,budget,Hyderabad,East,12,434,None,Lunch
2798,mid-range,Mumbai,Central,10,483,Bread,None
2799,budget,Pune,South,18,214,Beverage,Lunch
2800,occasional,Mumbai,West,2,306,None,LateNight
2801,occasional,Pune,West,1,53,None,Lunch
2802,mid-range,Bangalore,Central,10,321,Add-on,None
2803,budget,Hyderabad,Central,13,767,None,None
2804,mid-range,Hyderabad,South,8,37,None,Dinner
2805,mid-range,Delhi NCR,South,7,278,None,None
2806,budget,Bangalore,West,18,137,None,None
2807,budget,Bangalore,West,8,193,None,Dinner
2808,occasional,Hyderabad,South,2,39,None,None
2809,occasional,Delhi NCR,East,2,514,None,Lunch
2810,budget,Delhi NCR,Central,14,773,None,Dinner
2811,mid-range,Bangalore,Central,7,502,Add-on,Morning
2812,occasional,Pune,West,2,899,Bread,None
2813,premium,Bangalore,West,10,720,Dessert,None
2814,premium,Delhi NCR,East,13,534,None,None
2815,mid-range,Pune,North,11,875,Bread,Morning
