session_id,user_id,restaurant_id,session_start_time,is_ordered
5206,17615,1228,2026-01-22 22:40:00,1
5207,34593,779,2026-01-13 14:39:00,1
5208,49735,1006,2026-01-22 15:35:00,1
5209,20317,1399,2026-01-16 12:26:00,1
5210,9992,286,2026-01-02 14:06:00,1
5211,48720,1784,2026-01-01 20:52:00,1
5212,11881,724,2026-01-06 10:44:00,1
5213,38505,600,2026-01-06 13:27:00,1
5214,49454,375,2026-01-09 15:20:00,0
5215,11736,1906,2026-01-25 03:24:00,1
5216,32143,338,2026-01-09 21:52:00,1
5217,7311,247,2026-01-01 15:19:00,1
5218,5999,1185,2026-01-05 07:36:00,1
5219,29894,1903,2026-01-11 17:54:00,1
5220,34832,1677,2026-01-22 22:03:00,1
5221,2045,259,2026-01-25 14:28:00,1
5222,30691,903,2026-01-19 14:49:00,1
5223,6447,1403,2026-01-29 11:17:00,1
5224,36740,226,2026-01-10 23:27:00,0
5225,18247,1613,2026-01-07 20:18:00,0
5226,23020,1433,2026-01-22 15:46:00,1
5227,37023,1758,2026-01-29 15:08:00,1
5228,20635,1331,2026-01-20 15:33:00,1
5229,8656,600,2026-01-15 20:35:00,0
5230,22187,1498,2026-01-29 17:09:00,1
5231,37186,553,2026-01-11 19:04:00,0
5232,11171,810,2026-01-07 13:26:00,1
5233,39811,1375,2026-01-05 14:54:00,1
5234,35803,9,2026-01-04 22:04:00,0
5235,21579,1691,2026-01-05 20:01:00,1
5236,5398,1881,2026-01-09 19:08:00,1
5237,38871,519,2026-01-25 10:55:00,1
5238,39665,1542,2026-01-07 17:27:00,0
5239,9918,1181,2026-01-13 21:01:00,1
5240,36128,1022,2026-01-24 21:47:00,1
5241,25890,424,2026-01-13 10:00:00,1
5242,31330,1243,2026-01-30 22:18:00,1
5243,41755,1152,2026-01-12 14:58:00,1
5244,31997,536,2026-01-20 20:23:00,1
5245,23999,1906,2026-01-07 16:23:00,1
5246,46179,2,2026-01-03 14:06:00,1
5247,40384,1416,2026-01-29 21:45:00,1
5248,37863,1949,2026-01-17 10:46:00,1
5249,20187,1492,2026-01-24 14:02:00,1
5250,47933,126,2026-01-10 19:03:00,0
5251,34192,1831,2026-01-17 13:21:00,1
5252,1390,677,2026-01-07 21:33:00,1
5253,48974,212,2026-01-09 06:32:00,0
5254,42210,655,2026-01-12 20:32:00,1
5255,19961,1310,2026-01-01 19:06:00,1
5256,27975,578,2026-01-15 19:07:00,1
5257,24446,187,2026-01-31 06:59:00,0
5258,25790,211,2026-01-13 09:57:00,1
5259,29921,1323,2026-01-23 21:13:00,1
5260,42796,211,2026-01-14 06:05:00,1
5261,16737,869,2026-01-26 21:33:00,1
5262,32396,730,2026-01-19 20:47:00,1
5263,37409,408,2026-01-06 23:26:00,1
5264,47323,1986,2026-01-18 15:13:00,0
5265,2460,671,2026-01-15 20:45:00,1
5266,427,507,2026-01-19 15:41:00,0
5267,48669,1559,2026-01-17 21:10:00,1
5268,19660,194,2026-01-15 11:57:00,1
5269,24423,137,2026-01-22 22:21:00,0
5270,19239,1780,2026-01-07 13:00:00,1
5271,23336,14,2026-01-05 20:50:00,1
5272,13697,419,2026-01-06 13:57:00,1
5273,42059,787,2026-01-14 20:37:00,1
5274,25438,1326,2026-01-08 21:16:00,1
5275,10650,1661,2026-01-24 19:45:00,1
5276,28208,656,2026-01-05 21:55:00,1
5277,25226,1933,2026-01-10 21:27:00,1
5278,31436,1097,2026-01-30 14:36:00,0
5279,8284,17,2026-01-21 21:29:00,1
5280,11443,1625,2026-01-16 17:30:00,1
5281,504,1946,2026-01-25 16:07:00,1
5282,33043,288,2026-01-11 15:08:00,1
5283,5659,1033,2026-01-30 00:24:00,1
5284,24419,126,2026-01-01 15:28:00,0
5285,40015,300,2026-01-03 19:03:00,1
5286,2151,1757,2026-01-09 19:09:00,1
5287,19721,1975,2026-01-02 19:22:00,1
5288,37477,1683,2026-01-23 20:42:00,1
5289,17552,1268,2026-01-27 11:59:00,1
5290,30072,771,2026-01-12 21:45:00,1
5291,10307,817,2026-01-13 14:49:00,1
5292,9232,1482,2026-01-22 19:24:00,1
5293,29367,545,2026-01-01 19:01:00,1
5294,2347,331,2026-01-30 21:52:00,1
5295,11376,1599,2026-01-15 16:39:00,1
5296,3003,1716,2026-01-03 13:37:00,1
5297,49177,1278,2026-01-23 18:00:00,1
5298,35593,1376,2026-01-08 18:26:00,1
5299,49091,1312,2026-01-19 13:07:00,1
5300,43720,77,2026-01-24 00:44:00,0
5301,12258,19,2026-01-01 01:32:00,1
5302,4861,822,2026-01-12 13:35:00,0
5303,19564,960,2026-01-30 18:21:00,1
5304,45366,417,2026-01-08 12:20:00,0
5305,18051,424,2026-01-12 00:31:00,1
5306,14802,1168,2026-01-03 01:52:00,1
5307,19980,1035,2026-01-30 15:26:00,1
5308,17472,1391,2026-01-27 15:15:00,1
5309,47835,285,2026-01-27 20:42:00,1
5310,28980,1595,2026-01-17 10:09:00,1
5311,30323,1021,2026-01-22 15:08:00,1
5312,713,43,2026-01-18 13:25:00,1
5313,35884,623,2026-01-22 13:47:00,1
5314,31690,177,2026-01-19 20:01:00,0
5315,11139,427,2026-01-27 20:09:00,1
5316,25365,416,2026-01-24 21:03:00,1
5317,25472,782,2026-01-20 18:45:00,1
5318,47381,27,2026-01-03 20:58:00,1
5319,3393,1207,2026-01-02 19:33:00,1
5320,11122,1133,2026-01-15 11:33:00,1
5321,30602,1688,2026-01-18 21:02:00,1
5322,9494,1319,2026-01-31 14:14:00,1
5323,35853,1950,2026-01-09 21:04:00,1
5324,47580,369,2026-01-20 19:43:00,0
5325,14735,1892,2026-01-09 22:45:00,1
5326,35817,349,2026-01-18 20:58:00,0
5327,20,288,2026-01-05 12:43:00,0
5328,43864,1065,2026-01-03 19:22:00,0
5329,27479,1598,2026-01-15 01:57:00,1
5330,24726,1576,2026-01-15 21:54:00,0
5331,17428,452,2026-01-03 00:53:00,0
5332,6535,715,2026-01-22 19:35:00,1
5333,45137,1766,2026-01-20 06:27:00,1
5334,29422,1268,2026-01-17 14:18:00,1
5335,48223,1367,2026-01-14 14:38:00,1
5336,13702,1769,2026-01-12 15:41:00,0
5337,13796,1664,2026-01-16 13:27:00,1
5338,42443,1015,2026-01-16 19:25:00,1
5339,22303,1088,2026-01-18 21:51:00,1
5340,21549,1116,2026-01-17 22:57:00,1
5341,31504,1341,2026-01-13 18:56:00,1
5342,37794,1213,2026-01-06 20:11:00,1
5343,8953,891,2026-01-15 13:32:00,1
5344,46476,1055,2026-01-01 23:36:00,1
5345,28068,399,2026-01-15 19:41:00,1
5346,27985,666,2026-01-06 07:11:00,1
5347,18985,597,2026-01-19 15:37:00,1
5348,36198,652,2026-01-19 21:34:00,1
5349,28176,312,2026-01-14 00:20:00,1
5350,6751,1125,2026-01-27 03:12:00,1
5351,34898,51,2026-01-11 21:01:00,1
5352,37570,1928,2026-01-30 23:18:00,1
5353,1916,1827,2026-01-31 23:49:00,1
5354,20482,1194,2026-01-07 23:36:00,1
5355,33993,285,2026-01-19 14:55:00,1
5356,14063,1092,2026-01-15 07:05:00,1
5357,32456,1724,2026-01-10 02:33:00,1
5358,4376,90,2026-01-01 21:45:00,1
5359,10671,1308,2026-01-06 08:33:00,1
5360,1989,1310,2026-01-15 17:03:00,1
5361,6525,1586,2026-01-05 06:37:00,1
5362,13534,28,2026-01-03 22:41:00,1
5363,49243,1171,2026-01-25 13:01:00,1
5364,927,1318,2026-01-20 20:22:00,1
5365,18879,1239,2026-01-07 14:52:00,0
5366,18192,28,2026-01-26 14:31:00,1
5367,41786,1664,2026-01-09 11:50:00,1
5368,31902,532,2026-01-23 06:51:00,1
5369,18689,745,2026-01-08 10:30:00,1
5370,19435,1315,2026-01-25 16:17:00,1
5371,36434,1846,2026-01-14 19:43:00,1
5372,5663,780,2026-01-18 16:57:00,1
5373,24028,427,2026-01-12 03:41:00,1
5374,37053,521,2026-01-11 00:46:00,0
5375,41477,879,2026-01-29 01:35:00,1
5376,23734,608,2026-01-18 00:47:00,1
5377,29618,1925,2026-01-30 15:22:00,1
5378,31656,328,2026-01-28 14:26:00,1
5379,34846,642,2026-01-08 18:09:00,1
5380,28590,1893,2026-01-17 18:57:00,1
5381,42610,1811,2026-01-21 16:26:00,1
5382,33853,500,2026-01-28 15:46:00,1
5383,5554,1415,2026-01-11 20:55:00,1
5384,26211,730,2026-01-01 13:48:00,1
5385,42906,1638,2026-01-02 21:23:00,1
5386,10177,1090,2026-01-09 21:25:00,1
5387,42792,1501,2026-01-27 19:00:00,1
5388,22018,1236,2026-01-25 22:12:00,1
5389,1305,466,2026-01-30 08:47:00,1
5390,6694,1288,2026-01-22 00:00:00,1
5391,16989,130,2026-01-14 19:08:00,1
5392,47093,720,2026-01-04 08:22:00,1
5393,20743,1348,2026-01-06 16:35:00,1
5394,47616,430,2026-01-11 16:14:00,0
5395,1388,543,2026-01-25 14:43:00,1
5396,10473,459,2026-01-25 13:31:00,0
5397,25807,1855,2026-01-04 22:07:00,1
5398,26320,60,2026-01-09 16:55:00,1
5399,41989,542,2026-01-05 20:35:00,0
5400,22166,1651,2026-01-22 22:22:00,1
5401,1320,395,2026-01-18 18:45:00,1
5402,19360,600,2026-01-11 20:05:00,0
5403,22191,1550,2026-01-14 01:02:00,0
5404,10979,1862,2026-01-21 13:05:00,0
5405,19536,161,2026-01-16 21:42:00,1
5406,30799,1548,2026-01-22 20:14:00,1
5407,20429,382,2026-01-18 13:54:00,0
5408,8086,934,2026-01-07 21:15:00,1
5409,31450,1728,2026-01-05 22:54:00,1
5410,13550,975,2026-01-12 13:27:00,1
5411,25662,872,2026-01-09 17:56:00,1
5412,27201,1077,2026-01-04 02:32:00,1
5413,41963,328,2026-01-01 20:37:00,1
5414,38050,480,2026-01-03 06:38:00,1
5415,9960,1729,2026-01-08 19:59:00,1
5416,27609,1012,2026-01-31 08:03:00,0
5417,28702,67,2026-01-23 18:21:00,0
5418,25174,1442,2026-01-24 00:26:00,0
5419,42735,1087,2026-01-31 19:02:00,1
5420,46409,705,2026-01-28 19:59:00,1
5421,9007,312,2026-01-02 13:09:00,1
5422,33662,1671,2026-01-08 00:25:00,1
5423,30046,95,2026-01-28 23:43:00,1
5424,38420,1480,2026-01-08 02:06:00,1
5425,47907,741,2026-01-25 19:23:00,1
5426,13524,956,2026-01-06 17:38:00,1
5427,10938,226,2026-01-23 17:21:00,1
5428,1701,50,2026-01-24 21:18:00,1
5429,24910,613,2026-01-08 18:27:00,1
5430,41525,461,2026-01-30 19:50:00,0
5431,38566,1753,2026-01-06 21:42:00,1
5432,21022,244,2026-01-22 20:41:00,1
5433,39594,1198,2026-01-04 21:43:00,0
5434,20905,438,2026-01-28 19:10:00,0
5435,8790,171,2026-01-24 20:03:00,1
5436,11156,1127,2026-01-08 20:25:00,1
5437,43787,1594,2026-01-16 02:07:00,1
5438,10270,281,2026-01-19 20:32:00,1
5439,44055,906,2026-01-21 14:18:00,1
5440,37848,1769,2026-01-07 20:03:00,1
5441,13112,651,2026-01-02 14:00:00,0
5442,40962,1324,2026-01-13 15:47:00,1
5443,5790,1256,2026-01-02 07:56:00,1
5444,43198,1307,2026-01-12 21:56:00,1
5445,24880,813,2026-01-02 21:15:00,1
5446,30724,98,2026-01-09 02:00:00,1
5447,47883,836,2026-01-22 15:44:00,0
5448,30259,1281,2026-01-03 14:34:00,1
5449,4075,300,2026-01-08 07:50:00,1
5450,20312,1035,2026-01-04 02:02:00,1
5451,4710,271,2026-01-15 19:11:00,1
5452,14937,643,2026-01-04 18:15:00,1
5453,5219,206,2026-01-18 22:19:00,1
5454,5442,482,2026-01-18 14:42:00,1
5455,32429,65,2026-01-25 22:35:00,1
5456,21456,1404,2026-01-24 23:04:00,1
5457,43481,456,2026-01-14 18:53:00,1
5458,2035,1922,2026-01-23 09:30:00,1
5459,32290,1447,2026-01-10 15:41:00,1
5460,39091,95,2026-01-02 13:01:00,0
5461,39027,1432,2026-01-23 03:06:00,1
5462,5170,234,2026-01-14 20:15:00,1
5463,49891,1092,2026-01-27 15:38:00,1
5464,7098,940,2026-01-01 13:33:00,1
5465,31985,1197,2026-01-25 20:05:00,1
5466,27780,532,2026-01-30 20:23:00,1
5467,454,1264,2026-01-13 20:22:00,0
5468,11668,1685,2026-01-04 17:38:00,1
5469,35450,900,2026-01-15 19:46:00,1
5470,34403,239,2026-01-23 19:48:00,1
5471,16395,1537,2026-01-05 19:54:00,1
5472,7792,1198,2026-01-12 20:25:00,1
5473,26347,1699,2026-01-13 15:59:00,0
5474,12533,1926,2026-01-01 08:23:00,1
5475,22975,425,2026-01-15 17:06:00,1
5476,8605,1494,2026-01-05 08:13:00,1
5477,16527,780,2026-01-31 03:04:00,1
5478,6132,1613,2026-01-13 13:56:00,1
5479,20714,420,2026-01-24 13:13:00,1
5480,1390,1596,2026-01-04 13:43:00,0
5481,10716,231,2026-01-20 12:25:00,1
5482,24871,1817,2026-01-30 18:26:00,1
5483,30190,513,2026-01-13 13:20:00,1
5484,11181,1215,2026-01-17 23:57:00,1
5485,13508,1129,2026-01-18 07:49:00,1
5486,22496,58,2026-01-09 19:34:00,0
5487,20708,1493,2026-01-08 15:44:00,1
5488,30603,1950,2026-01-05 01:49:00,1
5489,19860,989,2026-01-30 14:03:00,1
5490,39550,103,2026-01-13 00:47:00,1
5491,14974,168,2026-01-18 14:28:00,1
5492,6925,576,2026-01-16 06:07:00,1
5493,15571,1099,2026-01-04 21:28:00,1
5494,29785,1695,2026-01-16 12:21:00,1
5495,14454,517,2026-01-27 20:36:00,1
5496,47943,1192,2026-01-20 14:28:00,1
5497,45636,331,2026-01-30 13:55:00,1
5498,49568,227,2026-01-09 16:34:00,1
5499,43657,1270,2026-01-18 06:42:00,1
5500,22439,887,2026-01-03 07:31:00,1
5501,24142,836,2026-01-07 19:53:00,1
5502,49440,1222,2026-01-15 19:23:00,0
5503,32066,1223,2026-01-10 01:38:00,1
5504,36801,1719,2026-01-29 22:13:00,1
5505,834,1190,2026-01-29 22:37:00,1
5506,43237,1087,2026-01-31 12:10:00,1
5507,44704,27,2026-01-16 21:04:00,0
5508,2209,352,2026-01-04 08:24:00,1
5509,11376,1416,2026-01-07 15:26:00,1
5510,36031,158,2026-01-16 00:39:00,1
5511,33328,549,2026-01-19 01:02:00,1
5512,25920,1710,2026-01-02 18:15:00,1
5513,45561,732,2026-01-24 14:18:00,0
5514,11949,1225,2026-01-30 09:37:00,1
5515,26354,1702,2026-01-04 10:09:00,1
5516,36919,571,2026-01-24 09:13:00,1
5517,30183,316,2026-01-05 22:58:00,1
5518,19018,897,2026-01-26 21:17:00,1
5519,49928,1804,2026-01-29 22:04:00,1
5520,48853,1853,2026-01-30 11:06:00,1
5521,48395,77,2026-01-04 20:44:00,1
5522,49434,1226,2026-01-09 21:22:00,1
5523,4394,1583,2026-01-18 08:16:00,0
5524,43723,1590,2026-01-02 18:38:00,1
5525,7915,692,2026-01-25 14:39:00,1
5526,37866,1203,2026-01-14 14:44:00,1
5527,33049,743,2026-01-29 12:50:00,0
5528,22148,1290,2026-01-09 22:58:00,0
5529,23941,1591,2026-01-29 22:12:00,1
5530,18464,858,2026-01-13 19:32:00,1
5531,41598,1797,2026-01-07 13:13:00,0
5532,28015,928,2026-01-01 02:30:00,0
5533,19656,1346,2026-01-08 21:45:00,1
5534,5308,626,2026-01-05 01:41:00,0
5535,23381,1264,2026-01-17 23:56:00,1
5536,12446,1503,2026-01-08 21:27:00,1
5537,38026,1826,2026-01-18 07:06:00,1
5538,25641,550,2026-01-06 14:18:00,1
5539,9451,1747,2026-01-09 01:09:00,0
5540,26103,1420,2026-01-09 21:15:00,1
5541,12755,1429,2026-01-20 20:19:00,1
5542,29743,719,2026-01-23 06:57:00,1
5543,48023,1347,2026-01-03 10:21:00,1
5544,15959,17,2026-01-20 09:51:00,1
5545,7817,212,2026-01-10 14:31:00,1
5546,12990,134,2026-01-29 15:12:00,1
5547,46756,1702,2026-01-21 11:08:00,1
5548,35593,1278,2026-01-02 19:32:00,1
5549,26016,1762,2026-01-03 22:42:00,1
5550,24949,1317,2026-01-07 15:20:00,1
5551,12708,1184,2026-01-19 22:11:00,1
5552,34753,984,2026-01-13 19:45:00,1
5553,29067,355,2026-01-25 21:10:00,1
5554,7109,1165,2026-01-09 21:05:00,1
5555,2210,1110,2026-01-26 15:48:00,1
5556,43116,575,2026-01-21 22:40:00,1
5557,24498,870,2026-01-22 22:11:00,1
5558,46156,413,2026-01-26 19:19:00,0
5559,546,1079,2026-01-13 15:27:00,1
5560,15524,742,2026-01-26 09:18:00,1
5561,46305,1152,2026-01-06 20:24:00,1
5562,43778,676,2026-01-11 13:01:00,1
5563,15072,419,2026-01-11 21:52:00,0
5564,39250,1766,2026-01-12 02:10:00,1
5565,20670,1273,2026-01-12 14:38:00,1
5566,23168,1653,2026-01-29 19:38:00,1
5567,17232,661,2026-01-20 20:06:00,0
5568,29351,256,2026-01-26 20:35:00,1
5569,48747,1561,2026-01-19 16:51:00,1
5570,18291,1945,2026-01-15 21:13:00,1
5571,13552,1515,2026-01-24 19:39:00,1
5572,46556,1058,2026-01-31 14:27:00,1
5573,10127,1252,2026-01-19 20:16:00,1
5574,24948,219,2026-01-15 20:44:00,1
5575,35211,1775,2026-01-28 14:27:00,1
5576,19164,1734,2026-01-09 20:39:00,0
5577,30193,1973,2026-01-25 19:13:00,1
5578,14198,1631,2026-01-31 06:45:00,0
5579,39864,984,2026-01-27 22:22:00,1
5580,2188,1337,2026-01-11 21:04:00,1
5581,23065,1933,2026-01-01 08:43:00,1
5582,24661,1399,2026-01-06 14:13:00,1
5583,44536,1251,2026-01-29 21:40:00,1
5584,32902,1060,2026-01-11 14:01:00,1
5585,14679,1323,2026-01-11 21:50:00,1
5586,46736,1755,2026-01-23 01:36:00,1
5587,18729,703,2026-01-10 02:02:00,1
5588,44370,1629,2026-01-18 09:27:00,1
5589,42935,1703,2026-01-23 01:34:00,1
5590,1457,913,2026-01-04 17:19:00,1
5591,2905,115,2026-01-28 20:43:00,1
5592,33360,663,2026-01-28 12:45:00,0
5593,7243,1525,2026-01-06 13:48:00,1
5594,8284,1549,2026-01-08 22:33:00,1
5595,20062,1534,2026-01-14 02:55:00,1
5596,43691,719,2026-01-08 15:01:00,1
5597,23528,1577,2026-01-03 13:54:00,0
5598,2986,683,2026-01-03 19:51:00,1
5599,4370,1555,2026-01-10 13:41:00,1
5600,22118,1857,2026-01-28 18:57:00,1
5601,33424,973,2026-01-02 12:57:00,1
5602,15134,866,2026-01-07 15:16:00,1
5603,22651,1042,2026-01-25 14:38:00,1
5604,7180,1513,2026-01-23 15:15:00,1
5605,38093,456,2026-01-12 19:28:00,1
5606,25139,1808,2026-01-08 22:53:00,1
5607,11291,618,2026-01-09 13:55:00,0
5608,9031,355,2026-01-22 13:26:00,1
5609,30416,502,2026-01-31 19:25:00,1
5610,7342,642,2026-01-23 20:02:00,1
5611,17443,1001,2026-01-27 13:31:00,0
5612,39711,559,2026-01-22 18:18:00,1
5613,7605,1928,2026-01-10 19:53:00,1
5614,39984,1738,2026-01-07 21:28:00,1
5615,1886,1781,2026-01-01 19:48:00,1
5616,21894,974,2026-01-10 16:01:00,1
5617,43216,957,2026-01-12 13:05:00,0
5618,8368,912,2026-01-12 22:12:00,0
5619,18164,1545,2026-01-16 20:49:00,1
5620,30184,1592,2026-01-07 20:03:00,0
5621,48599,67,2026-01-21 13:45:00,0
5622,24634,69,2026-01-26 06:26:00,1
5623,12016,1037,2026-01-05 01:15:00,0
5624,18745,1346,2026-01-14 13:23:00,1
5625,9826,1772,2026-01-22 08:08:00,1
5626,26510,1765,2026-01-31 14:02:00,1
5627,17712,1169,2026-01-24 21:05:00,0
5628,31572,1669,2026-01-10 21:37:00,0
5629,23406,1163,2026-01-19 08:47:00,1
5630,16222,644,2026-01-03 13:05:00,1
5631,26859,1399,2026-01-29 20:20:00,0
5632,11063,1534,2026-01-31 15:28:00,1
5633,20290,874,2026-01-03 19:19:00,1
5634,9385,1565,2026-01-21 03:26:00,0
5635,46364,1370,2026-01-01 23:17:00,1
5636,49866,819,2026-01-22 19:41:00,1
5637,34850,1258,2026-01-01 18:47:00,1
5638,44922,828,2026-01-11 08:38:00,1
5639,11152,1315,2026-01-20 13:04:00,1
5640,28251,337,2026-01-23 09:14:00,1
5641,22988,1017,2026-01-14 21:58:00,0
5642,44544,36,2026-01-11 19:17:00,1
5643,12369,1096,2026-01-14 03:11:00,1
5644,35654,519,2026-01-02 15:22:00,1
5645,19895,67,2026-01-10 18:31:00,1
5646,42109,1131,2026-01-19 00:53:00,1
5647,29575,1517,2026-01-17 14:21:00,1
5648,47203,263,2026-01-01 21:12:00,1
5649,12621,212,2026-01-01 20:59:00,1
5650,13674,1034,2026-01-16 08:41:00,0
5651,46499,1397,2026-01-23 11:48:00,1
5652,28037,620,2026-01-04 00:13:00,1
5653,1754,1882,2026-01-12 01:04:00,0
5654,37736,401,2026-01-09 20:57:00,1
5655,15781,1102,2026-01-12 20:40:00,1
5656,48763,244,2026-01-16 21:35:00,1
5657,3732,1796,2026-01-20 19:51:00,0
5658,5195,1657,2026-01-19 08:33:00,1
5659,23845,1989,2026-01-18 11:24:00,1
5660,15521,1553,2026-01-20 13:11:00,1
5661,49830,421,2026-01-31 13:54:00,1
5662,7807,452,2026-01-10 22:34:00,0
5663,17214,1968,2026-01-18 14:04:00,0
5664,43755,531,2026-01-05 23:45:00,1
5665,43158,355,2026-01-10 19:58:00,1
5666,10335,1723,2026-01-08 19:48:00,1
5667,16988,1892,2026-01-04 09:11:00,0
5668,37296,644,2026-01-05 01:30:00,1
5669,5202,403,2026-01-08 22:05:00,1
5670,5771,401,2026-01-28 20:03:00,1
5671,34518,458,2026-01-02 16:12:00,1
5672,38137,630,2026-01-10 20:00:00,1
5673,1181,1092,2026-01-03 03:42:00,0
5674,46981,1258,2026-01-18 13:19:00,1
5675,17038,641,2026-01-11 15:29:00,1
5676,46382,886,2026-01-08 00:47:00,1
5677,24552,1816,2026-01-10 22:07:00,1
5678,30790,1211,2026-01-04 14:09:00,1
5679,24443,1757,2026-01-29 06:38:00,1
5680,12924,1402,2026-01-03 23:59:00,1
5681,26906,1646,2026-01-04 19:01:00,1
5682,2319,780,2026-01-23 22:39:00,1
5683,15453,121,2026-01-29 14:48:00,1
5684,38962,272,2026-01-06 19:42:00,1
5685,9927,253,2026-01-13 20:34:00,1
5686,35935,1689,2026-01-17 22:59:00,1
5687,11883,1661,2026-01-16 13:22:00,1
5688,8480,1267,2026-01-19 14:49:00,1
5689,28414,397,2026-01-21 02:17:00,1
5690,22040,1638,2026-01-30 11:45:00,1
5691,26005,472,2026-01-05 21:42:00,0
5692,40779,1441,2026-01-07 17:10:00,0
5693,41659,1354,2026-01-15 19:58:00,1
5694,6532,696,2026-01-20 13:31:00,0
5695,45026,949,2026-01-31 16:07:00,1
5696,15795,605,2026-01-11 14:11:00,1
5697,6473,1387,2026-01-17 02:56:00,1
5698,47803,1905,2026-01-05 20:58:00,1
5699,13454,90,2026-01-10 11:35:00,1
5700,5651,27,2026-01-14 14:50:00,1
5701,42803,540,2026-01-15 10:51:00,1
5702,4028,86,2026-01-23 19:37:00,1
5703,24498,1030,2026-01-24 22:37:00,1
5704,33896,1973,2026-01-23 14:16:00,0
5705,26846,675,2026-01-21 20:53:00,1
5706,47882,1145,2026-01-16 16:33:00,1
5707,25549,907,2026-01-24 17:56:00,1
5708,14570,422,2026-01-13 12:42:00,1
5709,2665,1326,2026-01-05 14:56:00,1
5710,16469,1638,2026-01-24 13:55:00,0
5711,30304,1889,2026-01-09 22:30:00,1
5712,29340,1543,2026-01-15 15:57:00,1
5713,2619,1183,2026-01-20 14:00:00,1
5714,30624,675,2026-01-04 09:48:00,1
5715,23497,526,2026-01-28 15:33:00,1
5716,32000,346,2026-01-31 22:45:00,1
5717,2247,1207,2026-01-23 21:48:00,1
5718,29422,1154,2026-01-24 14:03:00,1
5719,24525,263,2026-01-18 13:15:00,1
5720,37704,838,2026-01-16 11:13:00,1
5721,492,17,2026-01-26 20:35:00,1
5722,1270,1059,2026-01-13 15:52:00,0
5723,9389,1533,2026-01-25 13:26:00,1
5724,8867,306,2026-01-19 00:57:00,1
5725,7589,1586,2026-01-22 12:42:00,0
5726,40953,1815,2026-01-06 11:33:00,1
5727,39911,1557,2026-01-25 15:07:00,1
5728,14611,86,2026-01-14 20:57:00,1
5729,26876,1857,2026-01-14 12:40:00,1
5730,17375,1944,2026-01-13 13:17:00,1
5731,39772,1130,2026-01-08 23:30:00,1
5732,31831,667,2026-01-27 13:36:00,0
5733,9437,474,2026-01-12 23:40:00,1
5734,29342,1921,2026-01-16 21:20:00,1
5735,24336,1613,2026-01-23 14:21:00,1
5736,10434,1001,2026-01-09 14:34:00,0
5737,11279,1978,2026-01-09 14:05:00,0
5738,21361,1446,2026-01-21 15:18:00,0
5739,33222,662,2026-01-25 13:07:00,1
5740,20338,1010,2026-01-14 09:16:00,0
5741,37287,1613,2026-01-11 19:04:00,1
5742,68,893,2026-01-10 21:56:00,1
5743,42796,1085,2026-01-20 06:27:00,1
5744,41563,17,2026-01-30 13:51:00,1
5745,12615,1676,2026-01-06 21:03:00,1
5746,42944,1715,2026-01-02 18:05:00,1
5747,37711,671,2026-01-19 03:30:00,1
5748,27895,1889,2026-01-09 21:09:00,1
5749,26418,626,2026-01-25 14:42:00,1
5750,14148,841,2026-01-18 20:03:00,1
5751,21115,521,2026-01-14 20:41:00,0
5752,25150,1956,2026-01-03 12:51:00,0
5753,36998,11,2026-01-03 19:53:00,1
5754,36226,996,2026-01-04 20:59:00,1
5755,19630,707,2026-01-08 23:37:00,1
5756,5127,84,2026-01-20 02:56:00,1
5757,41413,1689,2026-01-13 15:40:00,1
5758,26095,1289,2026-01-11 01:47:00,1
5759,4484,1415,2026-01-05 14:45:00,1
5760,45310,911,2026-01-24 08:40:00,1
5761,12258,88,2026-01-06 19:05:00,1
5762,13225,1480,2026-01-29 13:54:00,0
5763,31091,41,2026-01-22 11:31:00,0
5764,17542,183,2026-01-30 22:10:00,0
5765,31013,979,2026-01-21 21:32:00,1
5766,14782,914,2026-01-18 20:39:00,1
5767,18349,704,2026-01-03 22:42:00,1
5768,21156,1244,2026-01-17 19:04:00,1
5769,28646,768,2026-01-12 12:04:00,1
5770,49876,568,2026-01-10 21:06:00,1
5771,23027,1377,2026-01-04 21:27:00,1
5772,47775,1065,2026-01-25 16:43:00,0
5773,26253,689,2026-01-22 03:36:00,1
5774,36628,777,2026-01-25 22:20:00,1
5775,24526,1255,2026-01-09 09:41:00,1
5776,43256,1711,2026-01-10 02:14:00,1
5777,45759,689,2026-01-28 15:26:00,1
5778,48884,1487,2026-01-01 06:53:00,0
5779,28146,830,2026-01-31 19:44:00,1
5780,1769,432,2026-01-12 13:37:00,1
5781,25463,1318,2026-01-09 21:29:00,1
5782,39945,469,2026-01-25 13:18:00,1
5783,48228,1832,2026-01-22 19:16:00,1
5784,25144,690,2026-01-13 19:16:00,1
5785,43315,1328,2026-01-31 13:46:00,1
5786,22358,196,2026-01-13 21:34:00,1
5787,18482,767,2026-01-15 08:13:00,1
5788,21164,487,2026-01-28 21:09:00,1
5789,1712,1980,2026-01-12 21:22:00,1
5790,41533,1530,2026-01-20 09:19:00,1
5791,35106,1901,2026-01-17 22:06:00,1
5792,25659,319,2026-01-26 13:57:00,0
5793,13328,1591,2026-01-07 20:26:00,1
5794,26972,438,2026-01-24 20:47:00,1
5795,12862,910,2026-01-01 21:19:00,1
5796,33970,1215,2026-01-15 21:40:00,1
5797,3315,1681,2026-01-23 19:15:00,1
5798,15310,1462,2026-01-11 14:36:00,1
5799,25969,1923,2026-01-10 15:23:00,1
